age,annual_income,loan_amount,loan_term_months,credit_score,existing_loans_count,debt_to_income_ratio,credit_utilization,missed_payments_last_12m,employment_years,employment_type,monthly_installment,installment_to_income_ratio,default
41,85390.37,5238.52,24,642.0,1,0.314,0.275,0,23.4,salaried,218.27,0.031,1
59,124703.59,24234.37,36,737.0,2,0.731,0.135,0,20.7,self_employed,673.18,0.065,0
47,81185.31,11500.05,60,763.0,2,0.803,0.373,0,25.3,salaried,191.67,0.028,0
47,38879.96,28700.73,12,644.0,1,0.645,0.793,2,16.3,self_employed,2391.73,0.738,1
22,72459.48,21798.17,48,697.0,0,0.843,0.297,0,24.7,business_owner,454.13,0.075,0
61,40092.92,24282.76,24,639.0,5,0.819,0.205,1,21.6,business_owner,1011.78,0.303,0
33,28210.97,55331.02,12,644.0,1,0.518,0.022,0,23.4,salaried,4610.92,1.961,1
29,31272.06,15822.67,36,715.0,3,0.822,0.624,0,18.0,salaried,439.52,0.169,0
56,40982.93,31752.07,36,780.0,2,0.513,0.436,1,21.6,business_owner,882.0,0.258,0
42,51636.28,10478.62,48,548.0,2,0.139,0.259,0,12.1,salaried,218.3,0.051,0
62,137350.4,18479.68,12,629.0,4,0.755,0.52,1,2.5,salaried,1539.97,0.135,1
46,31544.52,9883.65,48,596.0,1,0.162,0.701,0,12.5,salaried,205.91,0.078,1
32,95010.65,17810.51,36,559.0,0,0.319,0.247,2,5.2,salaried,494.74,0.062,1
37,41830.05,16728.74,36,555.0,2,0.373,0.609,0,18.9,salaried,464.69,0.133,0
34,17886.61,3880.27,60,652.0,0,0.736,0.26,0,7.9,salaried,64.67,0.043,0
34,38068.29,9255.41,36,553.0,2,0.121,0.987,1,28.7,salaried,257.09,0.081,0
54,88287.03,15339.55,24,550.0,0,0.428,0.732,0,8.1,self_employed,639.15,0.087,0
40,58240.41,3448.05,60,634.0,1,0.421,0.603,0,2.9,salaried,57.47,0.012,0
31,60007.55,12613.13,48,562.0,0,0.545,0.172,0,26.4,salaried,262.77,0.053,0
36,95249.21,24467.04,36,696.0,1,0.351,0.586,0,12.4,salaried,679.64,0.086,0
51,29197.31,29148.18,24,607.0,2,0.541,0.8,2,10.7,self_employed,1214.51,0.499,1
26,28973.15,8354.31,60,542.0,3,0.888,0.737,2,26.6,salaried,139.24,0.058,0
39,15805.85,30292.14,24,859.0,2,0.111,0.778,0,19.6,business_owner,1262.17,0.958,0
57,76003.98,27580.66,60,458.0,1,0.793,0.318,1,16.0,business_owner,459.68,0.073,1
24,64941.5,3682.2,60,727.0,0,0.312,0.328,1,9.8,salaried,61.37,0.011,0
24,70402.44,14320.9,60,681.0,1,0.446,0.539,0,8.8,salaried,238.68,0.041,1
40,27132.69,15303.82,48,606.0,0,0.68,0.279,0,17.4,self_employed,318.83,0.141,0
30,21979.72,33232.29,60,568.0,4,0.824,0.113,0,15.0,salaried,553.87,0.302,1
44,25341.3,15864.37,60,806.0,3,0.058,0.461,1,8.3,salaried,264.41,0.125,0
55,30906.25,30829.85,24,841.0,2,0.613,0.002,1,5.5,salaried,1284.58,0.499,0
46,106615.0,8362.65,60,624.0,0,0.109,0.761,3,24.5,salaried,139.38,0.016,1
57,80826.76,5121.34,48,611.0,2,0.497,0.75,1,20.6,business_owner,106.69,0.016,0
58,38983.34,9057.04,24,752.0,1,0.687,0.552,0,29.8,salaried,377.38,0.116,0
41,56932.75,34413.12,60,628.0,1,0.194,0.748,1,15.5,salaried,573.55,0.121,0
60,34920.14,23284.7,24,703.0,0,0.699,0.625,0,29.8,self_employed,970.2,0.333,0
59,58814.28,53824.11,48,700.0,2,0.313,0.697,1,13.8,salaried,1121.34,0.229,1
41,27748.92,5619.52,24,653.0,0,0.569,0.065,0,16.0,salaried,234.15,0.101,0
30,71333.81,24954.09,48,665.0,2,0.609,0.881,0,6.3,self_employed,519.88,0.087,0
58,32053.07,21013.49,36,683.0,1,0.602,0.644,0,4.5,salaried,583.71,0.219,1
24,73347.05,11257.73,60,552.0,0,0.066,0.611,0,28.2,salaried,187.63,0.031,0
40,39588.29,21280.72,48,589.0,0,0.179,0.387,0,29.4,salaried,443.35,0.134,0
37,33023.08,14530.12,60,670.0,1,0.778,0.028,0,16.4,salaried,242.17,0.088,0
27,109809.06,17609.34,48,609.0,3,0.849,0.901,1,8.2,self_employed,366.86,0.04,1
24,53555.46,20097.08,12,900.0,2,0.529,0.986,0,28.5,self_employed,1674.76,0.375,0
49,41727.24,24054.22,12,662.0,0,0.557,0.808,0,23.9,salaried,2004.52,0.576,0
34,71617.1,14074.04,12,494.0,1,0.692,0.915,2,5.4,salaried,1172.84,0.197,1
23,25084.48,38808.77,48,397.0,2,0.395,0.121,0,9.0,salaried,808.52,0.387,1
44,85257.54,11737.74,60,724.0,2,0.329,0.129,0,0.1,self_employed,195.63,0.028,0
57,45719.38,41367.65,12,663.0,1,0.703,0.88,0,17.5,self_employed,3447.3,0.905,0
36,66197.23,6790.59,60,780.0,2,0.074,0.058,0,15.8,salaried,113.18,0.021,0
24,22608.09,7397.99,48,592.0,0,0.803,0.093,0,4.9,salaried,154.12,0.082,0
44,40489.06,7662.5,60,639.0,2,0.425,0.817,0,10.2,self_employed,127.71,0.038,0
54,49133.19,23721.01,60,675.0,2,0.479,0.557,0,28.2,salaried,395.35,0.097,0
50,82055.38,8239.73,12,636.0,3,0.589,0.392,2,19.5,salaried,686.64,0.1,0
38,68885.81,32665.52,24,629.0,2,0.283,0.553,0,25.9,salaried,1361.06,0.237,0
39,40286.09,9741.16,36,715.0,0,0.558,0.879,1,25.1,salaried,270.59,0.081,0
51,57467.44,16976.26,48,575.0,1,0.639,0.757,1,27.6,self_employed,353.67,0.074,1
39,91884.22,19615.05,48,698.0,2,0.15,0.692,0,1.2,salaried,408.65,0.053,0
39,44356.11,7263.04,48,815.0,1,0.492,0.977,0,7.9,business_owner,151.31,0.041,0
42,42005.99,5799.55,36,799.0,1,0.33,0.521,2,12.5,salaried,161.1,0.046,0
44,19056.2,15831.07,24,487.0,1,0.524,0.006,1,19.2,salaried,659.63,0.415,1
32,42636.41,11312.4,60,606.0,0,0.068,0.429,0,18.2,self_employed,188.54,0.053,0
50,20541.17,18016.97,48,676.0,2,0.681,0.097,1,7.4,self_employed,375.35,0.219,1
58,46297.01,5958.69,60,765.0,0,0.193,0.116,2,5.8,salaried,99.31,0.026,0
51,80343.59,10785.37,12,669.0,3,0.636,0.255,1,13.1,business_owner,898.78,0.134,0
56,16986.6,11978.84,12,765.0,0,0.703,0.381,0,7.5,salaried,998.24,0.705,0
39,90862.66,3094.92,12,590.0,2,0.69,0.482,0,29.0,salaried,257.91,0.034,0
56,41559.79,24276.75,48,680.0,2,0.745,0.17,1,29.0,business_owner,505.77,0.146,0
50,48359.48,8480.59,36,682.0,1,0.312,0.312,2,3.4,salaried,235.57,0.058,0
53,38131.28,32843.1,48,768.0,2,0.872,0.277,0,21.2,self_employed,684.23,0.215,0
38,20814.01,8815.81,12,732.0,0,0.07,0.365,1,6.8,salaried,734.65,0.424,0
48,33140.3,9771.29,12,712.0,1,0.459,0.108,0,21.5,salaried,814.27,0.295,0
31,139903.06,6341.39,48,726.0,0,0.28,0.397,0,23.0,business_owner,132.11,0.011,0
53,28338.52,26581.42,36,541.0,2,0.679,0.554,1,1.4,salaried,738.37,0.313,1
37,22153.01,17544.52,36,635.0,1,0.734,0.097,0,20.9,business_owner,487.35,0.264,0
26,52609.16,30948.55,60,560.0,0,0.749,0.521,1,26.9,salaried,515.81,0.118,1
24,46962.83,11796.88,24,591.0,0,0.302,0.756,0,6.5,salaried,491.54,0.126,0
40,41703.28,13029.49,12,634.0,4,0.283,0.008,1,3.5,salaried,1085.79,0.312,1
47,49376.21,4869.72,36,447.0,0,0.625,0.048,1,17.0,self_employed,135.27,0.033,0
35,67649.91,9187.26,12,638.0,0,0.839,0.466,1,15.5,self_employed,765.6,0.136,0
26,36549.33,14798.77,24,580.0,2,0.266,0.873,1,26.6,business_owner,616.62,0.202,0
34,54025.16,16853.62,12,555.0,2,0.824,0.998,1,13.5,salaried,1404.47,0.312,1
31,81792.21,39909.21,36,659.0,1,0.553,0.093,1,12.4,salaried,1108.59,0.163,0
59,29802.74,4400.32,60,615.0,2,0.677,0.018,0,21.4,business_owner,73.34,0.03,1
29,15350.59,15331.62,48,681.0,1,0.424,0.229,0,2.3,salaried,319.41,0.25,0
46,68555.87,10660.04,48,592.0,0,0.736,0.467,0,1.7,salaried,222.08,0.039,1
36,171353.04,13978.87,36,634.0,1,0.875,0.572,0,15.1,salaried,388.3,0.027,0
25,48840.87,14208.98,36,871.0,0,0.195,0.973,1,2.7,business_owner,394.69,0.097,0
30,54228.73,11911.85,24,706.0,2,0.378,0.888,0,28.2,salaried,496.33,0.11,0
23,42281.11,6769.18,12,574.0,1,0.783,0.562,0,19.6,self_employed,564.1,0.16,1
33,108448.47,6055.57,24,762.0,2,0.2,0.362,0,22.6,salaried,252.32,0.028,0
63,47151.52,11396.4,48,789.0,1,0.401,0.321,1,6.9,self_employed,237.42,0.06,0
50,44654.84,5696.63,12,704.0,1,0.191,0.573,0,14.8,business_owner,474.72,0.128,0
26,77298.66,12484.68,24,580.0,0,0.601,0.721,0,4.0,self_employed,520.2,0.081,1
37,38478.83,11475.6,48,743.0,1,0.253,0.482,0,6.1,salaried,239.08,0.075,0
39,25787.71,3071.68,12,598.0,2,0.374,0.304,0,17.0,self_employed,255.97,0.119,0
62,76202.55,42623.79,60,772.0,3,0.467,0.613,0,8.4,salaried,710.4,0.112,0
55,36469.31,13993.59,60,628.0,0,0.303,0.558,2,27.5,salaried,233.23,0.077,0
46,30099.69,3095.07,24,625.0,0,0.628,0.427,0,29.9,self_employed,128.96,0.051,0
25,140087.72,15495.11,36,697.0,1,0.145,0.748,0,0.1,self_employed,430.42,0.037,0
49,44833.08,11824.94,12,777.0,1,0.798,0.282,0,22.8,self_employed,985.41,0.264,0
57,62762.5,6059.25,24,863.0,1,0.459,0.485,0,3.5,self_employed,252.47,0.048,0
40,49749.92,16084.02,36,652.0,1,0.537,0.94,0,17.2,salaried,446.78,0.108,0
41,31471.58,7590.92,36,613.0,2,0.579,0.723,0,6.9,business_owner,210.86,0.08,1
30,69197.28,15000.21,12,576.0,2,0.101,0.388,1,28.9,self_employed,1250.02,0.217,1
25,57370.73,8770.02,12,517.0,0,0.693,0.546,0,26.3,salaried,730.84,0.153,1
56,35253.15,7759.34,36,559.0,0,0.854,0.405,0,17.9,salaried,215.54,0.073,1
26,60876.05,13235.79,48,671.0,0,0.492,0.113,0,5.3,self_employed,275.75,0.054,0
46,37905.25,5047.98,24,745.0,1,0.382,0.335,1,23.5,salaried,210.33,0.067,0
24,28219.04,12714.24,12,569.0,2,0.717,0.86,1,15.6,salaried,1059.52,0.451,0
59,26827.06,19818.13,36,721.0,1,0.662,0.461,0,18.3,salaried,550.5,0.246,0
59,56107.75,28634.47,48,572.0,1,0.603,0.585,0,21.5,self_employed,596.55,0.128,1
55,40482.88,25671.61,60,583.0,0,0.871,0.181,0,12.5,salaried,427.86,0.127,0
21,103865.49,30091.51,36,554.0,0,0.545,0.356,2,0.2,salaried,835.88,0.097,1
44,47979.11,10169.74,48,770.0,1,0.261,0.929,1,10.9,salaried,211.87,0.053,0
56,33103.63,7224.39,60,795.0,1,0.071,0.314,2,12.4,self_employed,120.41,0.044,0
26,53045.69,21790.16,48,584.0,0,0.435,0.251,3,11.0,salaried,453.96,0.103,1
61,25664.56,9797.32,12,577.0,2,0.604,0.056,0,24.9,self_employed,816.44,0.382,1
64,47001.48,13410.02,36,706.0,2,0.196,0.097,1,10.0,self_employed,372.5,0.095,0
51,57502.48,20912.87,60,806.0,1,0.072,0.585,0,12.5,salaried,348.55,0.073,0
40,54059.26,44920.91,48,795.0,0,0.823,0.66,1,1.8,salaried,935.85,0.208,0
44,94032.9,18348.08,60,615.0,0,0.307,0.642,2,21.5,self_employed,305.8,0.039,0
45,179648.7,15109.24,24,633.0,0,0.446,0.54,1,6.5,self_employed,629.55,0.042,0
56,68576.05,6818.08,36,539.0,1,0.127,0.491,0,7.1,salaried,189.39,0.033,0
41,88379.75,26946.62,12,614.0,1,0.374,0.072,0,17.6,salaried,2245.55,0.305,0
50,174858.32,17071.84,60,659.0,1,0.41,0.841,1,29.5,salaried,284.53,0.02,1
44,29640.21,10847.77,48,529.0,1,0.817,0.513,2,12.3,salaried,226.0,0.091,1
64,52329.4,10195.98,60,601.0,2,0.786,0.132,0,9.8,self_employed,169.93,0.039,0
62,38599.78,10465.95,48,670.0,1,0.211,0.136,0,1.1,self_employed,218.04,0.068,0
50,74706.98,13716.83,60,513.0,1,0.523,0.513,0,23.6,salaried,228.61,0.037,1
42,56151.54,5566.91,12,692.0,1,0.672,0.245,0,7.8,salaried,463.91,0.099,0
48,32558.18,27745.08,12,742.0,0,0.298,0.922,0,23.1,salaried,2312.09,0.852,0
27,49289.87,24854.75,36,701.0,0,0.385,0.499,2,8.5,salaried,690.41,0.168,0
55,82740.24,12082.42,12,605.0,1,0.887,0.978,1,0.9,salaried,1006.87,0.146,1
48,25543.49,10479.86,60,755.0,0,0.696,0.734,1,14.9,self_employed,174.66,0.082,0
34,32903.28,13175.22,60,775.0,1,0.422,0.811,0,27.2,self_employed,219.59,0.08,0
30,30526.87,14587.75,12,679.0,2,0.504,0.389,0,6.3,salaried,1215.65,0.478,0
36,57710.72,11158.33,24,663.0,1,0.582,0.134,0,4.6,business_owner,464.93,0.097,0
36,91149.66,24329.65,60,594.0,0,0.474,0.69,0,5.5,business_owner,405.49,0.053,1
51,17946.18,5684.71,36,613.0,0,0.4,0.407,0,20.7,business_owner,157.91,0.106,0
62,51390.02,8715.33,24,746.0,3,0.355,0.949,0,11.0,salaried,363.14,0.085,0
45,30880.79,21271.96,12,816.0,0,0.194,0.194,0,7.7,self_employed,1772.66,0.689,0
33,81040.26,16229.18,48,613.0,2,0.878,0.627,0,10.1,business_owner,338.11,0.05,1
26,43543.51,8886.38,60,635.0,3,0.128,0.866,0,9.3,self_employed,148.11,0.041,0
64,52330.62,16988.32,48,592.0,1,0.561,0.403,1,16.3,salaried,353.92,0.081,0
29,48988.04,8301.77,36,611.0,1,0.866,0.954,0,4.0,salaried,230.6,0.056,1
56,86000.59,11091.46,24,537.0,2,0.369,0.077,0,15.3,business_owner,462.14,0.064,0
63,136532.2,24990.01,48,689.0,0,0.265,0.587,0,9.4,business_owner,520.63,0.046,0
40,27796.55,23385.0,36,536.0,3,0.862,0.777,0,28.0,self_employed,649.58,0.28,1
38,30446.37,15882.01,48,601.0,1,0.731,0.202,0,12.7,salaried,330.88,0.13,1
63,57569.54,7110.38,48,644.0,2,0.607,0.058,0,3.0,business_owner,148.13,0.031,0
41,32591.24,10650.98,36,532.0,1,0.57,0.08,1,28.0,business_owner,295.86,0.109,1
24,78181.78,14155.8,60,580.0,1,0.356,0.319,0,28.1,salaried,235.93,0.036,0
53,84715.91,31992.37,48,549.0,0,0.595,0.223,0,5.3,salaried,666.51,0.094,1
47,37298.63,4585.15,36,749.0,0,0.666,0.224,0,24.5,salaried,127.37,0.041,0
27,33464.2,7916.57,48,778.0,0,0.077,0.459,0,25.9,salaried,164.93,0.059,0
26,42728.03,26295.73,60,579.0,2,0.15,0.085,0,10.7,salaried,438.26,0.123,0
35,51637.79,30215.2,36,899.0,2,0.318,0.996,1,4.8,salaried,839.31,0.195,0
38,57378.14,12812.44,48,566.0,0,0.325,0.696,0,24.0,business_owner,266.93,0.056,1
52,15892.32,33625.52,12,612.0,0,0.815,0.03,2,0.8,salaried,2802.13,2.116,1
31,30220.39,8603.96,60,694.0,0,0.632,0.692,0,18.6,salaried,143.4,0.057,0
40,40052.66,5401.63,48,703.0,3,0.367,0.792,1,10.3,self_employed,112.53,0.034,0
44,32909.13,21464.12,24,621.0,1,0.738,0.191,0,17.9,salaried,894.34,0.326,1
35,11703.52,29051.43,36,748.0,0,0.325,0.84,2,23.7,salaried,806.98,0.827,0
27,19068.9,28762.21,48,758.0,1,0.892,0.612,0,24.9,salaried,599.21,0.377,0
41,25522.63,7958.0,60,649.0,1,0.714,0.821,0,30.0,self_employed,132.63,0.062,0
62,46275.04,15057.45,60,636.0,1,0.737,0.717,0,19.2,salaried,250.96,0.065,1
46,39414.89,22112.33,24,595.0,1,0.272,0.705,0,6.7,salaried,921.35,0.281,1
64,35746.78,16003.88,24,556.0,4,0.173,0.158,2,8.3,salaried,666.83,0.224,1
34,73003.12,31818.85,48,578.0,2,0.381,0.316,0,13.1,salaried,662.89,0.109,0
57,72989.2,10477.36,12,699.0,0,0.334,0.523,0,25.5,self_employed,873.11,0.144,0
41,52836.6,12805.51,60,650.0,0,0.704,0.113,1,11.0,salaried,213.43,0.048,0
38,52055.21,15393.71,12,628.0,1,0.198,0.478,0,20.6,business_owner,1282.81,0.296,0
25,31941.77,22016.17,12,599.0,0,0.498,0.445,1,1.4,self_employed,1834.68,0.689,1
23,33911.31,11888.47,48,601.0,1,0.584,0.232,1,12.9,business_owner,247.68,0.088,0
43,20872.24,23305.87,36,646.0,2,0.377,0.2,1,5.0,salaried,647.39,0.372,0
46,43244.45,34988.5,36,639.0,1,0.221,0.247,0,28.2,salaried,971.9,0.27,0
57,72610.92,9790.4,36,650.0,0,0.811,0.605,0,23.7,salaried,271.96,0.045,1
44,96487.13,12102.95,24,610.0,0,0.168,0.415,1,4.2,self_employed,504.29,0.063,0
39,43373.77,23876.64,60,590.0,1,0.308,0.414,0,12.1,salaried,397.94,0.11,0
45,62682.3,42468.46,24,651.0,1,0.693,0.182,0,2.4,salaried,1769.52,0.339,0
41,11754.66,19566.53,60,708.0,2,0.565,0.787,0,22.4,self_employed,326.11,0.333,0
32,39479.46,8335.33,60,604.0,0,0.671,0.7,0,5.7,salaried,138.92,0.042,1
61,39019.58,15046.54,60,435.0,0,0.737,0.429,0,24.1,self_employed,250.78,0.077,1
53,103319.78,23768.49,48,527.0,1,0.811,0.142,2,2.2,business_owner,495.18,0.058,0
24,59662.96,8204.67,36,747.0,0,0.309,0.715,1,17.2,self_employed,227.91,0.046,0
62,62763.42,6995.15,24,739.0,2,0.453,0.899,1,18.2,business_owner,291.46,0.056,1
27,61154.83,10861.83,24,708.0,0,0.635,0.178,1,10.0,salaried,452.58,0.089,0
42,50147.37,19846.44,48,696.0,1,0.726,0.603,0,4.9,salaried,413.47,0.099,0
53,105470.09,5875.06,60,742.0,0,0.541,0.424,0,9.7,salaried,97.92,0.011,0
37,15480.87,8814.49,36,619.0,1,0.487,0.088,0,14.9,self_employed,244.85,0.19,0
44,52738.72,15743.71,12,663.0,0,0.638,0.726,0,29.1,salaried,1311.98,0.299,0
54,86241.04,25701.67,12,581.0,3,0.375,0.071,0,13.4,salaried,2141.81,0.298,0
48,19040.11,15900.83,48,634.0,2,0.81,0.702,2,5.7,salaried,331.27,0.209,0
63,74530.14,16727.53,36,821.0,1,0.23,0.281,0,0.8,salaried,464.65,0.075,0
61,33503.94,24415.0,12,576.0,3,0.801,0.566,0,0.2,business_owner,2034.58,0.729,1
59,51787.7,34834.19,12,545.0,2,0.597,0.16,2,12.5,salaried,2902.85,0.673,1
42,33183.91,32575.22,24,633.0,5,0.561,0.371,0,8.9,salaried,1357.3,0.491,0
37,79187.67,3925.24,36,614.0,2,0.449,0.104,1,3.5,salaried,109.03,0.017,0
54,42438.83,14169.33,12,674.0,1,0.182,0.467,0,5.2,salaried,1180.78,0.334,1
26,74824.33,23098.19,24,721.0,3,0.785,0.213,0,10.5,salaried,962.42,0.154,0
26,60941.21,37044.38,36,616.0,2,0.095,0.188,0,20.6,self_employed,1029.01,0.203,0
54,32961.77,19625.64,60,840.0,2,0.279,0.107,1,18.3,business_owner,327.09,0.119,0
21,63002.49,7978.36,36,761.0,2,0.143,0.765,1,2.4,business_owner,221.62,0.042,0
30,35179.38,8636.84,48,581.0,0,0.141,0.64,0,4.3,self_employed,179.93,0.061,0
41,50618.08,8783.07,24,643.0,1,0.382,0.157,0,27.3,salaried,365.96,0.087,0
25,42053.71,16066.82,60,698.0,0,0.186,0.472,3,2.1,business_owner,267.78,0.076,0
22,76876.53,10017.68,24,575.0,1,0.544,0.661,1,6.0,self_employed,417.4,0.065,0
42,64225.86,2149.96,24,464.0,3,0.583,0.878,0,9.5,salaried,89.58,0.017,0
22,48273.56,6588.14,12,824.0,1,0.8,0.06,0,6.9,salaried,549.01,0.136,0
30,34792.05,10233.79,36,550.0,2,0.305,0.362,0,8.7,salaried,284.27,0.098,0
54,25990.96,5898.84,24,727.0,1,0.313,0.616,0,21.8,salaried,245.78,0.113,0
36,52461.15,6450.3,24,713.0,0,0.259,0.016,0,2.9,salaried,268.76,0.061,0
59,35733.88,45733.32,48,577.0,0,0.715,0.244,0,10.6,self_employed,952.78,0.32,1
42,19168.08,13290.79,48,826.0,2,0.414,0.745,2,18.4,salaried,276.89,0.173,1
32,25209.74,10597.05,48,656.0,3,0.52,0.356,1,1.5,self_employed,220.77,0.105,1
44,110518.44,19938.46,24,662.0,1,0.368,0.084,0,1.3,salaried,830.77,0.09,0
60,35242.63,26572.75,60,512.0,2,0.183,0.627,0,15.0,business_owner,442.88,0.151,1
58,84211.05,51244.8,36,460.0,3,0.137,0.25,0,27.0,self_employed,1423.47,0.203,0
30,41014.26,37168.76,24,628.0,2,0.788,0.702,0,13.3,salaried,1548.7,0.453,1
55,91106.9,17341.98,12,767.0,0,0.276,0.9,1,12.2,salaried,1445.16,0.19,0
52,87867.21,5325.78,60,482.0,2,0.85,0.528,1,0.3,business_owner,88.76,0.012,1
27,32440.16,7321.06,60,663.0,4,0.855,0.599,1,22.0,salaried,122.02,0.045,0
41,18142.49,10497.42,36,657.0,2,0.457,0.514,0,4.9,salaried,291.6,0.193,0
40,18926.91,18104.9,60,762.0,2,0.865,0.817,0,21.0,salaried,301.75,0.191,0
46,32717.63,14137.55,36,741.0,0,0.074,0.242,0,10.5,salaried,392.71,0.144,0
24,126098.32,5520.28,60,663.0,1,0.128,0.402,0,1.3,salaried,92.0,0.009,0
42,39923.44,4958.95,36,642.0,2,0.257,0.895,0,9.8,business_owner,137.75,0.041,0
35,52713.24,15605.91,48,585.0,1,0.228,0.724,0,19.8,business_owner,325.12,0.074,0
60,94058.14,14357.45,48,547.0,3,0.265,0.32,0,23.1,salaried,299.11,0.038,0
41,51800.79,11779.0,60,594.0,1,0.434,0.833,0,19.1,salaried,196.32,0.045,1
35,50916.66,17849.94,60,550.0,0,0.103,0.239,2,21.3,business_owner,297.5,0.07,0
42,66925.25,28228.5,36,641.0,0,0.522,0.634,1,7.1,salaried,784.12,0.141,0
48,56640.8,16091.42,36,647.0,0,0.313,0.956,1,29.0,self_employed,446.98,0.095,0
34,46642.45,7593.21,24,625.0,1,0.111,0.575,0,6.8,self_employed,316.38,0.081,0
47,34175.88,42155.98,48,660.0,0,0.69,0.799,2,5.1,salaried,878.25,0.308,1
61,50982.84,12018.65,24,609.0,0,0.605,0.735,0,7.5,salaried,500.78,0.118,0
60,84727.87,13766.57,24,726.0,1,0.724,0.866,0,29.2,self_employed,573.61,0.081,1
48,119491.71,9025.46,12,671.0,0,0.848,0.969,0,1.9,salaried,752.12,0.076,0
46,56734.53,7011.82,36,606.0,1,0.548,0.022,1,23.2,self_employed,194.77,0.041,0
22,71509.14,7362.86,12,545.0,1,0.719,0.028,2,3.2,business_owner,613.57,0.103,1
45,56098.56,6453.15,12,643.0,2,0.219,0.594,1,23.2,salaried,537.76,0.115,0
23,46926.38,2195.22,24,753.0,1,0.399,0.954,0,8.3,salaried,91.47,0.023,0
28,63394.26,12164.1,12,703.0,2,0.501,0.486,1,21.8,business_owner,1013.68,0.192,0
64,88846.59,25884.75,36,718.0,1,0.51,0.84,0,1.5,self_employed,719.02,0.097,0
53,31470.92,7401.31,24,715.0,5,0.661,0.768,0,10.0,salaried,308.39,0.118,0
62,23725.4,62049.81,36,759.0,1,0.727,0.498,1,13.9,self_employed,1723.61,0.872,0
55,37552.52,30694.13,60,728.0,2,0.617,0.513,0,0.6,salaried,511.57,0.163,1
26,54493.19,13214.44,12,663.0,0,0.09,0.436,0,5.4,salaried,1101.2,0.242,0
59,75730.47,6859.23,24,613.0,5,0.349,0.252,1,5.1,salaried,285.8,0.045,1
43,29889.01,5124.26,48,729.0,0,0.537,0.859,0,14.4,self_employed,106.76,0.043,0
45,14125.14,12478.84,36,432.0,3,0.482,0.21,0,4.0,salaried,346.63,0.294,1
63,37997.5,13917.08,12,764.0,3,0.088,0.907,0,29.3,salaried,1159.76,0.366,0
39,44491.03,11817.87,36,712.0,0,0.884,0.36,0,26.6,business_owner,328.27,0.089,0
25,27415.48,25376.88,36,797.0,1,0.863,0.026,0,6.7,salaried,704.91,0.309,0
31,33589.02,32802.15,60,549.0,1,0.708,0.168,0,7.0,salaried,546.7,0.195,1
32,75632.53,17740.48,36,755.0,2,0.097,0.888,0,28.4,self_employed,492.79,0.078,0
30,50973.44,18322.4,60,710.0,3,0.416,0.128,2,9.0,salaried,305.37,0.072,0
28,58268.16,11055.32,60,595.0,4,0.398,0.739,0,12.7,self_employed,184.26,0.038,0
44,41034.11,13320.36,60,638.0,0,0.524,0.183,2,21.0,salaried,222.01,0.065,1
48,33622.3,17102.5,12,631.0,0,0.098,0.499,2,10.3,self_employed,1425.21,0.509,1
61,40886.32,11047.47,36,617.0,2,0.41,0.205,0,27.1,self_employed,306.87,0.09,0
56,62908.72,19860.9,36,529.0,3,0.694,0.333,1,17.7,self_employed,551.69,0.105,1
57,23256.5,7088.96,60,756.0,1,0.898,0.125,0,17.0,business_owner,118.15,0.061,0
41,111869.15,8609.99,36,565.0,1,0.556,0.556,0,16.6,salaried,239.17,0.026,0
28,65344.55,7128.47,36,556.0,2,0.85,0.366,0,3.4,salaried,198.01,0.036,0
29,37498.64,8944.79,60,758.0,0,0.899,0.365,0,23.7,salaried,149.08,0.048,0
35,73622.32,11244.44,48,524.0,1,0.42,0.039,2,17.2,salaried,234.26,0.038,0
60,90325.45,24771.64,48,623.0,3,0.618,0.136,0,1.6,business_owner,516.08,0.069,0
38,41557.4,13696.0,60,561.0,1,0.231,0.708,0,25.5,salaried,228.27,0.066,0
62,43989.56,6182.11,12,797.0,2,0.454,0.292,0,21.9,business_owner,515.18,0.141,0
40,103438.98,5760.75,36,753.0,0,0.117,0.442,0,8.7,self_employed,160.02,0.019,0
26,141419.73,10408.74,36,576.0,1,0.075,0.763,1,8.6,self_employed,289.13,0.025,1
32,49747.62,22040.58,48,560.0,1,0.809,0.445,0,15.1,salaried,459.18,0.111,0
22,27471.18,31001.35,60,719.0,0,0.78,0.226,0,0.2,self_employed,516.69,0.226,0
27,38742.75,5143.77,12,689.0,1,0.315,0.55,0,24.3,business_owner,428.65,0.133,0
36,82166.9,16704.13,60,618.0,1,0.438,0.801,0,28.3,salaried,278.4,0.041,0
23,29286.8,10497.33,48,610.0,1,0.47,0.6,0,13.4,salaried,218.69,0.09,0
23,44172.53,10997.99,48,629.0,1,0.493,0.42,0,16.1,self_employed,229.12,0.062,0
47,56743.28,7054.74,36,731.0,1,0.164,0.126,1,24.3,business_owner,195.96,0.041,0
63,30904.05,11707.23,24,791.0,3,0.709,0.249,2,8.3,salaried,487.8,0.189,0
60,84814.12,6867.07,12,814.0,2,0.346,0.946,1,14.8,business_owner,572.26,0.081,0
58,69354.32,11389.98,12,584.0,1,0.077,0.772,0,3.3,salaried,949.16,0.164,0
53,133889.88,26607.67,24,655.0,3,0.625,0.088,2,21.1,self_employed,1108.65,0.099,0
48,72455.69,19511.17,48,771.0,2,0.755,0.006,1,23.8,salaried,406.48,0.067,0
21,30319.77,42118.86,60,572.0,0,0.83,0.175,1,2.0,salaried,701.98,0.278,1
